name,ing_cal,ing_protein,ing_fat,ing_carbon,ing_vit_b1,ing_vit_b2,ing_vit_c,ing_salt
＜でん粉・でん粉製品＞　（でん粉製品）　ごま豆腐,75,1.5,4.3,9.1,0.1,0.01,0,0
＜でん粉・でん粉製品＞　（でん粉製品）　タピオカパール　乾,352,0,0.2,87.8,0,0,0,Tr
＜でん粉・でん粉製品＞　（でん粉製品）　タピオカパール　ゆで,61,0,Tr,15.4,0,0,0,0
＜でん粉・でん粉製品＞　（でん粉製品）　でん粉めん　生,129,0.1,0.2,32.2,0,0,0,Tr
＜でん粉・でん粉製品＞　（でん粉製品）　でん粉めん　乾,347,0.2,0.3,86.7,0,0,0,0.1
＜でん粉・でん粉製品＞　（でん粉製品）　でん粉めん　乾　ゆで,83,0,0.2,20.6,0,0,0,Tr
＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　緑豆はるさめ　乾,344,0.2,0.4,87.5,0,0,0,Tr
＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　緑豆はるさめ　ゆで,78,Tr,0.1,20.6,0,0,0,0
＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　普通はるさめ　乾,346,0,0.2,86.6,0,0,0,Tr
＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　普通はるさめ　ゆで,76,0,Tr,19.9,0,0,0,0
（砂糖類）　黒砂糖,352,1.7,Tr,90.3,0.05,0.07,0,0.1
（砂糖類）　てんさい含蜜糖,357,0.9,Tr,96.9,0,0,-,0.1
（砂糖類）　和三盆糖,393,0.2,Tr,99,0.01,0.03,0,0
（砂糖類）　車糖　上白糖,391,0,0,99.3,0,0,0,0
（砂糖類）　車糖　三温糖,390,Tr,0,99,Tr,0.01,0,Tr
（砂糖類）　ざらめ糖　グラニュー糖,394,0,0,100,0,0,0,0
（砂糖類）　ざらめ糖　白ざら糖,393,0,0,100,0,0,0,0
（砂糖類）　ざらめ糖　中ざら糖,393,0,0,100,0,0,0,0
（砂糖類）　加工糖　角砂糖,394,0,0,100,0,0,0,0
（砂糖類）　加工糖　氷砂糖,394,0,0,100,0,0,0,0
（砂糖類）　加工糖　コーヒーシュガー,394,0.1,0,99.8,0,0,0,0
（砂糖類）　加工糖　粉糖,393,0,0,99.7,0,0,0,0
（砂糖類）　液糖　しょ糖型液糖,267,0,0,67.9,0,0,0,0
（砂糖類）　液糖　転化型液糖,294,0,0,76.6,0,0,0,0
（砂糖類）　氷糖みつ,274,0.2,0,68.2,0.01,0.02,0,0
（でん粉糖類）　還元麦芽糖,208,0,Tr,100,0,0,-,0
（でん粉糖類）　還元水あめ,210,0,Tr,69.9,0,0,-,0
（でん粉糖類）　粉あめ,397,0,0,97,0,0,0,0
（でん粉糖類）　水あめ　酵素糖化,342,0,0,85,0,0,0,0
（でん粉糖類）　水あめ　酸糖化,341,0,0,85,0,0,0,0
（でん粉糖類）　ぶどう糖　全糖,342,0,0,91,0,0,0,0
（でん粉糖類）　ぶどう糖　含水結晶,342,0,0,91.3,0,0,0,0
（でん粉糖類）　ぶどう糖　無水結晶,374,0,0,99.7,0,0,0,0
（でん粉糖類）　果糖,375,0,0,99.9,0,0,0,0
（でん粉糖類）　異性化液糖　ぶどう糖果糖液糖,283,0,0,75,0,0,0,0
（でん粉糖類）　異性化液糖　果糖ぶどう糖液糖,283,0,0,75,0,0,0,0
（でん粉糖類）　異性化液糖　高果糖液糖,282,0,0,75,0,0,0,0
（その他）　黒蜜,199,1,0,50.5,0.03,0.04,0,Tr
（その他）　はちみつ,329,0.3,Tr,81.9,Tr,0.01,0,0
（その他）　メープルシロップ,266,0.1,0,66.3,Tr,0.02,0,0
あずき　全粒　乾,304,20.8,2,59.6,0.46,0.16,2,0
あずき　全粒　ゆで,124,8.6,0.8,25.6,0.15,0.04,Tr,0
あずき　ゆで小豆缶詰,202,4.4,0.4,49.2,0.02,0.04,Tr,0.2
あずき　あん　こし生あん,147,9.8,0.6,27.1,0.02,0.05,Tr,0
あずき　あん　さらしあん　（乾燥あん）,335,23.5,1,66.8,0.01,0.03,Tr,Tr
あずき　あん　こし練りあん　（並あん）,255,-5.6,-0.3,-58.8,-0.01,-0.03,0,0
あずき　あん　こし練りあん　（中割りあん）,262,-5.1,-0.3,-61.1,-0.01,-0.03,0,0
あずき　あん　こし練りあん　（もなかあん）,292,-5.1,-0.3,-68.6,-0.01,-0.03,0,0
あずき　あん　つぶし練りあん,239,5.6,0.6,54,0.02,0.03,Tr,0.1
いんげんまめ　全粒　乾,280,22.1,2.5,56.4,0.64,0.16,Tr,0
いんげんまめ　全粒　ゆで,127,9.3,1.2,24.5,0.22,0.07,Tr,0
いんげんまめ　うずら豆,214,6.7,1.3,49.6,0.03,0.01,Tr,0.3
いんげんまめ　こし生あん,135,9.4,0.9,27,0.01,0.02,Tr,0
いんげんまめ　豆きんとん,238,4.9,0.5,56.2,0.01,0.01,Tr,0.3
えんどう　全粒　青えんどう　乾,310,21.7,2.3,60.4,0.72,0.15,Tr,0
えんどう　全粒　青えんどう　ゆで,129,9.2,1,25.2,0.27,0.06,Tr,0
えんどう　全粒　赤えんどう　乾,310,21.7,2.3,60.4,0.72,0.15,Tr,0
えんどう　全粒　赤えんどう　ゆで,129,9.2,1,25.2,0.27,0.06,Tr,0
えんどう　グリンピース（揚げ豆）,375,20.8,11.6,58.8,0.52,0.16,Tr,0.9
えんどう　塩豆,321,23.3,2.4,61.5,0.2,0.1,Tr,1.5
えんどう　うぐいす豆,228,5.6,0.7,52.9,0.02,0.01,Tr,0.4
ささげ　全粒　乾,280,23.9,2,55,0.5,0.1,Tr,0
ささげ　全粒　ゆで,130,10.2,0.9,23.8,0.2,0.05,Tr,0
そらまめ　全粒　乾,323,26,2,55.9,0.5,0.2,Tr,0
そらまめ　フライビーンズ,436,24.7,20.8,46.4,0.1,0.05,Tr,1.8
そらまめ　おたふく豆,237,7.9,1.2,52.2,0.01,0.01,Tr,0.4
そらまめ　ふき豆,251,9.6,1.6,52.5,0.02,0.01,Tr,0.8
そらまめ　しょうゆ豆,173,9.8,0.9,37.1,0.06,0.09,0,1.2
だいず　［全粒・全粒製品］　全粒　青大豆　国産　乾,354,33.5,19.3,30.1,0.74,0.24,2,0
だいず　［全粒・全粒製品］　全粒　青大豆　国産　ゆで,145,15,8.2,9.9,0.13,0.05,0,0
だいず　［全粒・全粒製品］　全粒　黄大豆　国産　乾,372,33.8,19.7,29.5,0.71,0.26,3,0
だいず　［全粒・全粒製品］　全粒　黄大豆　国産　ゆで,163,14.8,9.8,8.4,0.17,0.08,Tr,0
だいず　［全粒・全粒製品］　全粒　黄大豆　米国産　乾,402,33,21.7,28.8,0.88,0.3,Tr,0
だいず　［全粒・全粒製品］　全粒　黄大豆　中国産　乾,391,32.8,19.5,30.8,0.84,0.3,Tr,0
だいず　［全粒・全粒製品］　全粒　黄大豆　ブラジル産　乾,414,33.6,22.6,30.7,0.77,0.29,Tr,0
だいず　［全粒・全粒製品］　全粒　黒大豆　国産　乾,349,33.9,18.8,28.9,0.73,0.23,3,0
だいず　［全粒・全粒製品］　全粒　黒大豆　国産　ゆで,155,14.7,8.6,9.8,0.14,0.05,Tr,0
だいず　［全粒・全粒製品］　いり大豆　青大豆,425,37.7,20.7,33.9,0.15,0.27,1,Tr
だいず　［全粒・全粒製品］　いり大豆　黄大豆,429,37.5,21.6,33.3,0.14,0.26,1,Tr
だいず　［全粒・全粒製品］　いり大豆　黒大豆,431,36.4,22,34.3,0.12,0.27,1,0
だいず　［全粒・全粒製品］　水煮缶詰　黄大豆,124,12.9,6.7,7.7,0.01,0.02,Tr,0.5
だいず　［全粒・全粒製品］　蒸し大豆　黄大豆,186,16.6,9.8,13.8,0.15,0.1,0,0.6
だいず　［全粒・全粒製品］　きな粉　青大豆　全粒大豆,424,37,22.8,29.3,0.29,0.29,1,0
だいず　［全粒・全粒製品］　きな粉　青大豆　脱皮大豆,418,36.6,24.6,28.3,0.48,0.27,0,0
だいず　［全粒・全粒製品］　きな粉　黄大豆　全粒大豆,451,36.7,25.7,28.5,0.07,0.24,1,0
だいず　［全粒・全粒製品］　きな粉　黄大豆　脱皮大豆,456,37.5,25.1,29.5,0.07,0.22,0,0
だいず　［全粒・全粒製品］　きな粉（砂糖入り）　青きな粉,392,-18.5,-11.4,-64.3,-0.14,-0.14,(Tr),0
だいず　［全粒・全粒製品］　きな粉（砂糖入り）　きな粉,406,-18.3,-12.9,-63.9,-0.04,-0.12,0,0
だいず　［全粒・全粒製品］　大豆はいが,404,37.8,14.7,39.5,0.03,0.73,0,0
だいず　［全粒・全粒製品］　ぶどう豆,265,14.1,9.4,37,0.09,0.05,Tr,1.6
だいず　［豆腐・油揚げ類］　木綿豆腐,73,7,4.9,1.5,0.09,0.04,0,Tr
だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：塩化マグネシウム）,73,7,4.9,1.5,0.09,0.04,0,0.1
だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：硫酸カルシウム）,73,7,4.9,1.5,0.09,0.04,0,0
だいず　［豆腐・油揚げ類］　絹ごし豆腐,56,5.3,3.5,2,0.11,0.04,0,Tr
だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：塩化マグネシウム）,56,5.3,3.5,2,0.11,0.04,0,Tr
だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：硫酸カルシウム）,56,5.3,3.5,2,0.11,0.04,0,Tr
だいず　［豆腐・油揚げ類］　ソフト豆腐,56,5.1,3.3,2,0.07,0.03,Tr,0
だいず　［豆腐・油揚げ類］　充てん豆腐,56,5,3.1,2.5,0.15,0.05,Tr,0
だいず　［豆腐・油揚げ類］　沖縄豆腐,99,9.1,7.2,0.7,0.1,0.04,Tr,0.4
だいず　［豆腐・油揚げ類］　ゆし豆腐,47,4.3,2.8,1.7,0.1,0.04,Tr,0.6
だいず　［豆腐・油揚げ類］　焼き豆腐,82,7.8,5.7,1,0.07,0.03,Tr,0
だいず　［豆腐・油揚げ類］　生揚げ,143,10.7,11.3,0.9,0.07,0.03,Tr,0
だいず　［豆腐・油揚げ類］　油揚げ　生,377,23.4,34.4,0.4,0.06,0.04,0,0
だいず　［豆腐・油揚げ類］　油揚げ　油抜き　生,266,18.2,23.4,Tr,0.04,0.02,0,0
だいず　［豆腐・油揚げ類］　油揚げ　油抜き　ゆで,164,12.4,13.8,0.3,0.01,0.01,0,0
だいず　［豆腐・油揚げ類］　油揚げ　油抜き　焼き,361,24.9,32.2,0.7,0.04,0.03,0,0
だいず　［豆腐・油揚げ類］　油揚げ　甘煮,231,11.2,13,19.1,0.01,0.02,0,1.2
だいず　［豆腐・油揚げ類］　がんもどき,223,15.3,17.8,1.6,0.03,0.04,Tr,0.5
だいず　［豆腐・油揚げ類］　凍り豆腐　乾,496,50.5,34.1,4.2,0.02,0.02,0,1.1
だいず　［豆腐・油揚げ類］　凍り豆腐　水煮,104,10.7,7.3,1.1,0,0,0,0.7
だいず　［豆腐・油揚げ類］　豆腐よう,183,9.5,8.3,19.1,0.02,0.07,Tr,1.9
だいず　［豆腐・油揚げ類］　豆腐竹輪　蒸し,121,14.9,4.4,6.7,0.12,0.08,Tr,1.9
だいず　［豆腐・油揚げ類］　豆腐竹輪　焼き,133,16.1,4.9,7.5,0.13,0.08,Tr,2.3
だいず　［豆腐・油揚げ類］　ろくじょう豆腐,332,34.7,21.5,3.8,0.1,0.06,0,11
だいず　［納豆類］　糸引き納豆,190,16.5,10,12.1,0.07,0.56,Tr,0
だいず　［納豆類］　挽きわり納豆,185,16.6,10,10.5,0.14,0.36,Tr,0
だいず　［納豆類］　五斗納豆,214,15.3,8.1,24,0.08,0.35,Tr,5.8
だいず　［納豆類］　寺納豆,248,18.6,8.1,31.5,0.04,0.35,Tr,14.2
だいず　［その他］　おから　生,88,6.1,3.6,13.8,0.11,0.03,Tr,0
だいず　［その他］　おから　乾燥,333,23.1,13.6,52.3,0.42,0.11,Tr,Tr
だいず　［その他］　豆乳　豆乳,44,3.6,2,3.1,0.03,0.02,Tr,0
だいず　［その他］　豆乳　調製豆乳,63,3.2,3.6,4.8,0.07,0.02,Tr,0.1
だいず　［その他］　豆乳　豆乳飲料・麦芽コーヒー,59,2.2,2.2,7.8,0.01,0.01,Tr,0.1
だいず　［その他］　大豆たんぱく　粒状大豆たんぱく,318,46.3,3,36.7,0.67,0.3,Tr,0
だいず　［その他］　大豆たんぱく　濃縮大豆たんぱく,313,58.2,1.7,27.9,0.37,0.11,Tr,1.4
だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分無調整タイプ,335,79.1,3,7.5,0.11,0.14,Tr,3.3
だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分調整タイプ,335,79.1,3,7.5,0.11,0.14,Tr,1.6
だいず　［その他］　大豆たんぱく　繊維状大豆たんぱく,365,59.3,5,25.2,0.62,0.16,Tr,3.6
だいず　［その他］　湯葉　生,218,21.8,13.7,4.1,0.17,0.09,Tr,0
だいず　［その他］　湯葉　干し　乾,485,50.4,32.1,7.2,0.35,0.12,0,Tr
だいず　［その他］　湯葉　干し　湯戻し,151,15.7,10.6,0.1,0.05,0.01,0,0
だいず　［その他］　金山寺みそ,247,6.9,3.2,50,0.12,0.18,Tr,5.1
だいず　［その他］　ひしおみそ,198,6.5,2.7,38.8,0.11,0.27,Tr,4.8
だいず　［その他］　テンペ,180,15.8,9,15.4,0.07,0.09,Tr,0
つるあずき　全粒　乾,297,20.8,1.6,61.8,0.5,0.13,3,0
つるあずき　全粒　ゆで,132,9.7,1,27.5,0.16,0.04,Tr,0
ひよこまめ　全粒　乾,336,20,5.2,61.5,0.37,0.15,Tr,0
ひよこまめ　全粒　ゆで,149,9.5,2.5,27.4,0.16,0.07,Tr,0
ひよこまめ　全粒　フライ　味付け,366,18.8,10.4,62.6,0.21,0.1,Tr,1.8
べにばないんげん　全粒　乾,273,17.2,1.7,61.2,0.67,0.15,Tr,0
べにばないんげん　全粒　ゆで,103,6.2,0.6,22.3,0.14,0.05,Tr,0
やぶまめ　乾,383,23.4,10.1,49.5,-,-,-,Tr
らいまめ　全粒　乾,306,21.9,1.8,60.8,0.47,0.16,0,0
らいまめ　全粒　ゆで,122,9.6,0.9,26,0.1,0.04,0,0
りょくとう　全粒　乾,319,25.1,1.5,59.1,0.7,0.22,Tr,0
りょくとう　全粒　ゆで,125,10.2,0.6,22.5,0.19,0.06,Tr,0
レンズまめ　全粒　乾,313,23.2,1.5,60.7,0.52,0.17,1,0
レンズまめ　全粒　ゆで,149,11.2,0.8,29.1,0.2,0.06,0,0
アーモンド　乾,609,19.6,51.8,20.9,0.2,1.06,0,0
アーモンド　フライ　味付け,626,21.3,55.7,17.9,0.05,1.07,0,0.3
アーモンド　いり　無塩,608,20.3,54.1,20.7,0.03,1.04,0,0
あさ　乾,450,29.9,28.3,31.7,0.35,0.19,Tr,0
あまに　いり,540,21.8,43.3,30.4,0.01,0.17,0,0.2
えごま　乾,523,17.7,43.4,29.4,0.54,0.29,Tr,0
カシューナッツ　フライ　味付け,591,19.8,47.6,26.7,0.54,0.18,0,0.6
かぼちゃ　いり　味付け,590,26.5,51.8,12,0.21,0.19,Tr,0.1
かや　いり,629,8.7,64.9,22.6,0.02,0.04,2,0
ぎんなん　生,168,4.7,1.6,34.8,0.28,0.08,23,0
ぎんなん　ゆで,169,4.6,1.5,35.8,0.26,0.07,23,0
（くり類）　日本ぐり　生,147,2.8,0.5,36.9,0.21,0.07,33,0
（くり類）　日本ぐり　ゆで,152,3.5,0.6,36.7,0.17,0.08,26,0
（くり類）　日本ぐり　甘露煮,232,1.8,0.4,56.8,0.07,0.03,0,0
（くり類）　中国ぐり　甘ぐり,207,4.9,0.9,48.5,0.2,0.18,2,0
くるみ　いり,713,14.6,68.8,11.7,0.26,0.15,0,0
けし　乾,555,19.3,49.1,21.8,1.61,0.2,0,0
ココナッツ　ココナッツパウダー,676,6.1,65.8,23.7,0.03,0.03,0,0
ごま　乾,604,19.8,53.8,16.5,0.95,0.25,Tr,0
ごま　いり,605,20.3,54.2,18.5,0.49,0.23,Tr,0
ごま　むき,570,19.3,54.9,18.8,1.25,0.14,0,0
ごま　ねり,646,19,61,15.6,0.32,0.15,0,Tr
しい　生,244,3.2,0.8,57.6,0.28,0.09,110,0
すいか　いり　味付け,528,29.6,46.4,13.4,0.1,0.16,Tr,1.5
チアシード　乾,446,19.4,33.9,34.5,0.97,0.25,1,0
とち　蒸し,148,1.7,1.9,34.2,Tr,0,0,0.6
はす　未熟　生,81,5.9,0.5,14.9,0.18,0.09,27,0
はす　成熟　乾,327,18.3,2.3,64.3,0.44,0.11,1,Tr
はす　成熟　ゆで,118,7.3,0.8,25,0.08,0.02,0,0
（ひし類）　ひし　生,183,5.8,0.5,40.6,0.42,0.08,12,0
（ひし類）　とうびし　生,122,2.7,0.4,31.4,0.25,0.03,7,Tr
（ひし類）　とうびし　ゆで,120,2.7,0.3,30.5,0.19,0.03,5,Tr
ピスタチオ　いり　味付け,617,17.4,56.1,20.9,0.43,0.24,0,0.7
ひまわり　フライ　味付け,587,20.1,56.3,17.2,1.72,0.25,0,0.6
ブラジルナッツ　フライ　味付け,703,14.9,69.1,9.6,0.88,0.26,0,0.2
ヘーゼルナッツ　フライ　味付け,701,13.6,69.3,13.9,0.26,0.28,0,0.1
ペカン　フライ　味付け,716,9.6,73.4,13.3,0.19,0.19,0,0.4
マカダミアナッツ　いり　味付け,751,8.3,76.7,12.2,0.21,0.09,0,0.5
まつ　生,681,15.8,68.2,10.6,0.63,0.13,Tr,0
まつ　いり,724,14.6,72.5,8.1,0.61,0.21,0,0
らっかせい　大粒種　乾,572,25.2,47,19.4,0.41,0.1,0,0
らっかせい　大粒種　いり,613,25,49.6,21.3,0.24,0.13,0,0
らっかせい　小粒種　乾,573,25.4,47.5,18.8,0.85,0.1,0,0
らっかせい　小粒種　いり,607,26.5,49.4,19.6,0.23,0.1,0,0
らっかせい　バターピーナッツ,609,23.3,53.2,18.3,0.2,0.1,0,0.3
らっかせい　ピーナッツバター,599,20.6,50.4,24.9,0.1,0.09,0,0.9
アーティチョーク　花らい　生,39,2.3,0.2,11.3,0.08,0.1,15,0.1
アーティチョーク　花らい　ゆで,35,2.1,0.1,10.8,0.07,0.08,11,0
あさつき　葉　生,34,4.2,0.3,5.6,0.15,0.16,26,0
あさつき　葉　ゆで,41,4.2,0.3,7.3,0.17,0.15,27,0
あしたば　茎葉　生,30,3.3,0.1,6.7,0.1,0.24,41,0.2
あしたば　茎葉　ゆで,28,2.9,0.1,6.6,0.07,0.16,23,0.1
アスパラガス　若茎　生,21,2.6,0.2,3.9,0.14,0.15,15,0
アスパラガス　若茎　ゆで,25,2.6,0.1,4.6,0.14,0.14,16,0
アスパラガス　若茎　油いため,54,2.9,3.9,4.1,0.15,0.17,14,0
アスパラガス　水煮缶詰,24,2.4,0.1,4.3,0.07,0.06,11,0.9
アロエ　葉　生,3,0,0.1,0.7,0,0,1,Tr
いんげんまめ　さやいんげん　若ざや　生,23,1.8,0.1,5.1,0.06,0.11,8,0
いんげんまめ　さやいんげん　若ざや　ゆで,25,1.8,0.2,5.5,0.06,0.1,6,0
（うど類）　うど　茎　生,19,0.8,0.1,4.3,0.02,0.01,4,0
（うど類）　うど　茎　水さらし,13,0.6,0,3.4,0.01,0.02,3,0
（うど類）　やまうど　茎　生,19,1.1,0.1,4.3,0.03,0.02,5,0
うるい　葉　生,19,1.9,0.4,4,0.09,0.12,50,0
えだまめ　生,125,11.7,6.2,8.8,0.31,0.15,27,0
えだまめ　ゆで,118,11.5,6.1,8.9,0.24,0.13,15,0
えだまめ　冷凍,143,13,7.6,10.6,0.28,0.13,27,0
エンダイブ　葉　生,14,1.2,0.2,2.9,0.06,0.08,7,0.1
（えんどう類）　トウミョウ　茎葉　生,28,3.8,0.4,4,0.24,0.27,79,Tr
（えんどう類）　トウミョウ　芽ばえ　生,27,3.8,0.4,3.2,0.17,0.21,43,0
（えんどう類）　トウミョウ　芽ばえ　ゆで,28,3.6,0.6,3.8,0.1,0.08,14,0
（えんどう類）　トウミョウ　芽ばえ　油いため,84,5,5.9,4.3,0.21,0.26,30,0
（えんどう類）　さやえんどう　若ざや　生,38,3.1,0.2,7.5,0.15,0.11,60,0
（えんどう類）　さやえんどう　若ざや　ゆで,36,3.2,0.2,7,0.14,0.1,44,0
（えんどう類）　スナップえんどう　若ざや　生,47,2.9,0.1,9.9,0.13,0.09,43,0
（えんどう類）　グリンピース　生,76,6.9,0.4,15.3,0.39,0.16,19,0
（えんどう類）　グリンピース　ゆで,99,8.3,0.2,18.5,0.29,0.14,16,0
（えんどう類）　グリンピース　冷凍,80,5.8,0.7,17.1,0.29,0.11,20,Tr
（えんどう類）　グリンピース　冷凍　ゆで,82,6.2,0.7,17.8,0.27,0.09,13,Tr
（えんどう類）　グリンピース　冷凍　油いため,114,6.3,4.6,18.2,0.31,0.12,16,Tr
（えんどう類）　グリンピース　水煮缶詰,82,3.6,0.4,19.7,0.04,0.04,0,0.8
おおさかしろな　葉　生,12,1.4,0.2,2.2,0.06,0.18,28,0.1
おおさかしろな　葉　ゆで,16,1.6,0.3,3.1,0.03,0.09,24,0.1
おおさかしろな　塩漬,19,1.3,0.3,4.5,0.06,0.15,38,1.6
おかひじき　茎葉　生,16,1.4,0.2,3.4,0.06,0.13,21,0.1
おかひじき　茎葉　ゆで,16,1.2,0.1,3.8,0.04,0.1,15,0.2
オクラ　果実　生,26,2.1,0.2,6.6,0.09,0.09,11,0
オクラ　果実　ゆで,29,2.1,0.1,7.6,0.09,0.09,7,0
かぶ　葉　生,20,2.3,0.1,3.9,0.08,0.16,82,0.1
かぶ　葉　ゆで,20,2.3,0.1,4.4,0.02,0.05,47,Tr
かぶ　根　皮つき　生,18,0.7,0.1,4.6,0.03,0.03,19,0
かぶ　根　皮つき　ゆで,18,0.7,0.1,4.7,0.03,0.03,16,0
かぶ　根　皮なし　生,19,0.6,0.1,4.8,0.03,0.03,18,0
かぶ　根　皮なし　ゆで,20,0.6,0.1,5,0.03,0.03,16,0
かぶ　漬物　塩漬　葉,27,2.3,0.2,6,0.07,0.19,44,2.3
かぶ　漬物　塩漬　根　皮つき,21,1,0.2,4.9,0.02,0.03,19,2.8
かぶ　漬物　塩漬　根　皮なし,19,0.8,0.1,4.7,0.04,0.03,21,4.3
かぶ　漬物　ぬかみそ漬　葉,35,3.3,0.1,7.1,0.31,0.24,49,3.8
かぶ　漬物　ぬかみそ漬　根　皮つき,27,1.5,0.1,5.9,0.25,0.04,28,2.2
かぶ　漬物　ぬかみそ漬　根　皮なし,31,1.4,0.1,6.9,0.45,0.05,20,6.9
（かぼちゃ類）　日本かぼちゃ　果実　生,41,1.6,0.1,10.9,0.07,0.06,16,0
（かぼちゃ類）　日本かぼちゃ　果実　ゆで,50,1.9,0.1,13.3,0.08,0.07,16,0
